smiles,logP,logP_class,image_path
CC[C@H]1CN(c2ccn(C)n2)[C@H](CC)C[NH2+]1,0.3607,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7185.png
O=C(CSc1ncc(-c2ccccc2)n1-c1ccc(OC(F)F)cc1)N1CCCC1,4.8552,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7186.png
Nc1ncc(-n2ccnc2)s1,0.911,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7187.png
Cc1cccc(OC(=O)c2cc(C3CC3)[nH]n2)c1,2.81472,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7188.png
Cc1nc([C@@H]2CCCN2C(=O)CCc2ccc(N(C)C)cc2)ncc1C(=O)N1CCCCC1,3.77342,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7189.png
CCCN(CC1CC1)C(=O)[C@H](C)Nc1ccc2c(c1)CC(=O)N2,2.6302,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7190.png
O=C([C@@H]1SCCc2ccccc21)N1CCC[C@H](n2cncn2)C1,2.4722,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7191.png
C[C@@H]1CC(C(=O)NCC2(Sc3ccccc3)CCCC2)C[C@@H](C)O1,4.4113,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7192.png
CCCN(C[C@@H]1CCCCO1)c1cc(C)c([N+](=O)[O-])cn1,3.08372,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7193.png
Cc1cc(NC(=O)NC[C@@H](c2ccco2)[NH+](C)C)ccc1[NH+]1CCCC1,0.90552,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7194.png
C[C@H](NC(=O)N(C)CCC1CCN(c2cc[nH+]cc2)CC1)C(C)(C)C,3.1832,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7195.png
Cn1nc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1C[C@@H](O)[C@@H](CO)C1,1.0878,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7196.png
C=CCN(CC=C)C(=O)NC[C@@H](C)c1ccsc1,3.2352,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7197.png
O=C(C[NH+]1CCNCC1)N1CCCCC1,-1.513,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7198.png
CC[C@@H](CO)NC(=O)Nc1cc(F)ccc1OCC(F)(F)F,2.6592,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7199.png
O=C1NC(=O)c2ccccc2/C1=C\N[C@@H]1CCSc2c(F)cccc21,3.2633,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7200.png
CS[C@@H]1CC[C@@H](NC(=O)c2ccc(CS(=O)(=O)C(F)F)cc2)C1,2.8379,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7201.png
CCn1nc(C)cc1NC(=O)[C@H]1CCC[NH+]1Cc1ccccc1,1.39742,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7202.png
CC[C@@H](C)N(Cc1cccnc1)C(=O)c1cccc(-n2cnnc2)n1,2.4982,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7203.png
O=C(Nc1ccc(Oc2ncccn2)cc1)N1CCCC[C@@H]1CO,2.6476,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7204.png
COc1ccc(-n2nc(C(=O)N3CCC[C@@H]4CCC[C@H]43)cc2C)cc1,3.5940199999999995,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7205.png
C[NH+](CCNC(=O)c1scnc1C1CC1)C1CCCCC1,1.5977,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7206.png
COC(=O)C1CCN(C(=O)[C@@H](C)[NH+](C)Cc2sccc2C)CC1,0.8713200000000001,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7207.png
COc1ccc(CN2C(=O)[C@H](CCC(=O)Nc3ccc(Cl)c(Cl)c3)N=C2O)cc1,4.0457,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7208.png
Cc1nn(-c2ccccc2)c(Cl)c1C[NH2+][C@@H](C)[C@@H]1CN(C)CCO1,1.6166200000000002,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7209.png
O=C(C[NH+]1CCCC[C@@H]1c1nc2ccccc2s1)NC(=O)Nc1ccc2c(c1)OCO2,2.4832,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7210.png
CCc1ccccc1N(C(C)=O)c1nc(CSc2nnc(N)s2)cs1,4.1161,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7211.png
CCn1c2ccccc2c2cc([C@@H]3C(C(N)=O)=C(N)Oc4[nH]nc(C)c43)ccc21,3.02582,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7212.png
Cc1sc2nc(S)n(Cc3cccs3)c(=O)c2c1-c1ccccc1,4.831919999999998,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7213.png
CC(=O)[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3[C@@H](O)C[C@]12C,3.6943,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7214.png
Cc1cc(CCNC(=O)Cc2noc3ccccc23)on1,2.02562,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7215.png
CCN(CC)c1ccc(/C=N\N2CCN(c3ccccc3)CC2)c(O)c1,3.3945,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7216.png
CC[C@H]1CCCC[C@H]1[NH2+]Cc1cc(OC)ccc1OC,2.736,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7217.png
O=C(NC1CCCCC1)C1=NN(c2ccccc2)C(=O)CN1,1.3852,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7218.png
COC(=O)c1ccc([N+](=O)[O-])c(OCc2cccc(Br)c2)c1,3.7229,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7219.png
CC[C@H](C)NC(=O)[C@H](C)NC(=O)N[C@@H]1CCCC[C@@H]1[S@@](=O)CC,1.6686,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7220.png
CCOc1ccccc1C(=O)N1CC[C@](Cc2ccc(-c3ccsc3)cc2)(C(=O)NC)C1,4.6348,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7221.png
CC[C@@H]1COCCN1C(=O)Nc1cccc(C)c1Cl,3.29112,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7222.png
CC(C)N1CC[C@H](NC(=O)N[C@H](CO)c2ccc(Cl)cc2)C1=O,1.6819,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7223.png
Cc1cncc(NC(=O)c2cc3cc(C)ccc3nc2C)c1,3.80736,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7224.png
O=C(OCc1cc(=O)oc2cc(O)c(O)cc12)c1nn(-c2ccccc2)c(=O)c2ccccc12,3.2603,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7225.png
C[C@@H]([C@@H](C)S(C)(=O)=O)[NH+](C)Cc1ccc(N2CCCCC2)cc1,1.5132,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7226.png
CC(=O)N1CC[C@H]([NH2+][C@@H](CC2CCCCC2)c2ncccn2)C1,1.6723,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7227.png
N#Cc1cccc(NC(=O)CCNC(=O)Nc2ccccc2)c1,2.70858,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7228.png
C[NH+](C)C1CCN(CC[NH2+][C@H](c2cccs2)C2CC2)CC1,0.3715,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7229.png
C=C(C)Cn1c(CCNC(=O)c2ccc(Br)cc2)nc2ccccc21,4.3474,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7230.png
C[C@@H](CS(C)(=O)=O)N(C)Cc1csc(-c2ccco2)n1,2.268,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7231.png
Cc1ncccc1CN1CCN2C(=O)C(=O)NC[C@@H]2C1,-0.46738,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7232.png
C[C@@H]1CN(Cn2c(-c3ccccc3)csc2=S)CCO1,3.62429,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7233.png
C[C@@H](Sc1ncccn1)c1c(F)cccc1F,3.6081,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7234.png
CN[C@]1(C(=O)OC)CC[C@@H](N2CCC[NH+]3CCC[C@@H]3C2)C1,-0.5769,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7235.png
CC(=O)C[C@H]1CCCCCN1C(=O)c1cc(C)ccc1O,3.06452,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7236.png
Cc1sc2ncnc(N3CCC(C(=O)Nc4nn5cnnc5s4)CC3)c2c1C,2.66244,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7237.png
CC(C)CC[C@H](C)NC(=O)c1ccc(=O)n(C)c1,1.9398,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7238.png
O=C(c1ccc([N+](=O)[O-])cc1)N1CCC([C@H](O)c2ccccc2)CC1,3.1806,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7239.png
CSc1ccc([C@@H](C)[NH2+]CC2CCC(C(N)=O)CC2)cc1,2.3246,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7240.png
CC[C@@]1(c2ccccc2)NC(=O)N(CCCOc2ccc(F)cc2)C1=O,3.4519,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7241.png
CC[NH+]1CC[C@@H](N(C)Cc2ccccc2Cl)[C@H](C)C1,2.085,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7242.png
O=C(CCC(=O)N1CCC(c2ccccc2)=N1)NCCc1ccccc1,2.7621,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7243.png
CN1CCO[C@H](CNC(=O)c2ccc(/C=C/C(=O)[O-])s2)C1,-0.4284,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7244.png
COC1=C(c2ccc(C(C)(C)C)cc2)C(=O)NC1=O,1.998,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7245.png
Cc1ccc(CNC(=O)N[C@@H]2C[C@H]3CC[C@@H]2O3)c(OCC2CC2)c1,2.90292,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7246.png
CCO[C@H]1[C@@H]([C@@H]2COC3(CCCCC3)O2)O[C@H]2OC3(CCCCC3)O[C@@H]21,3.268,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7247.png
Cc1ccc(CNC(=O)NC[C@@H](O)c2ccsc2)c(OC(C)(C)C)c1,3.76662,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7248.png
COc1ccc2c(c1)=[NH+][C@H](C(=O)N1CCC(CC(=O)NCc3cccnc3)CC1)C=2,-1.1018,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7249.png
Cc1cn2c(=O)cc(COc3ccccc3NC(=O)COc3ccccc3)nc2s1,3.66092,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7250.png
CCC[C@](C)(C(=O)[O-])[NH+]1CC(C(C)(C)C)C1,-0.1441,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7251.png
COc1cc(C)c(NC(=O)C(=O)NC2CCCC2)cc1OC,2.00952,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7252.png
C[C@@H](C(=O)N1CCOCC1)[NH+](C)CC(=O)Nc1cccc2ccccc12,0.5403,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7253.png
CCc1ccc2nc(C)cc(C(=O)N[C@H]3CCC(=O)N(C)C3)c2c1,2.45622,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7254.png
C=CCCCCCN(C)C(=O)Nc1ccc(Br)nc1C,4.36262,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7255.png
Cc1cccc(CNc2ccc(Cl)c(Br)c2)n1,4.418019999999999,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7256.png
C[C@@H]1CCC[C@@H](C[NH3+])[NH+]1[C@@H]1CCO[C@]2(CCOC2)C1,-0.6077,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7257.png
O=C(C[C@H]1Sc2ccc(Cl)cc2NC1=O)Nc1ccc(-n2cnnn2)cc1,2.7573,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7258.png
C[C@@H](NC(=O)c1ccc(C(=O)OC(C)(C)C)cc1)c1nnc2ccccn12,3.1756,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7259.png
CCN(C[C@H]1CCOC1)C(=O)c1ccc(C(=O)OC(C)(C)C)cc1,3.1405,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7260.png
O=C(N[C@@H](CO)Cc1c[nH]c2ccccc12)[C@H]1CCC[C@H](C(F)(F)F)C1,3.5562,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7261.png
O=[S@@](C[C@@H](O)C(F)(F)F)c1cccc(F)c1,1.8565,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7262.png
CC1(C)CC[C@H](CNC(=O)[C@H]2CCCc3[nH]ncc32)c2ccccc21,3.801,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7263.png
CC[C@@H]1CCC[NH+](C[C@@H]2CSc3ccccc32)CC1,2.9709,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7264.png
CCOc1ccc(Br)cc1NC(=O)[C@@H](C)NC(=O)C1CCC1,3.0911,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7265.png
C[C@]12CCC[C@@H]1[C@@H]1CC(=O)[C@H]3CC(=O)CC[C@]3(C)[C@@H]1CC2,4.1673,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7266.png
N#Cc1cc(NC(=O)N2CCc3ccc(O)cc3C2)ccc1F,2.99318,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7267.png
Cc1n[nH]c(-c2ccc(C(=O)N[C@@H]3C[C@H]3c3ccccc3)cc2)n1,3.06602,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7268.png
C#CCOC(=O)/C=C/c1ccc(NC(C)=O)cc1,1.8346,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7269.png
Cc1ccc(S(=O)(=O)N2CCCN(C(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)CC2)cc1,2.31632,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7270.png
Cc1cccc(N2CC[NH+](CC[C@H](C)NS(=O)(=O)c3ccc(F)cc3)CC2)c1,1.59612,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7271.png
O=C(CN1CCOCC1)NC1(C#Cc2cncc(C(=O)N3CCCC3)c2)CCCCC1,1.8204,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7272.png
CNC(=O)c1cccc(NC(=O)Cc2ccccc2Cl)c1,2.8808,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7273.png
COc1ccc(Br)c(C(=O)OCc2csc(-c3ccsc3)n2)c1,4.9997,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7274.png
CC1(C)NC(=O)N(CCC(=O)N2C[C@H](C(=O)N3CCOCC3)Oc3ccccc32)C1=O,0.3599,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7275.png
CC(C)[C@@H](CO)NC(=O)N[C@H]1CCO[C@H]1c1ccc(Cl)c(F)c1,2.6252,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7276.png
CC(=O)N1CCc2cc(Br)c(S(=O)(=O)CCC(=O)NC3CCCCCC3)cc21,3.3609,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7277.png
O=C(CCc1ccccc1O)NCCc1nnc(-c2ccccc2)o1,2.7337,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7278.png
CN(CCCc1cc(-c2ccc(F)cc2)n[nH]1)C(=O)C1CCC1,3.4069,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7279.png
Cc1ccc(F)cc1NC(=O)COc1ccc(C(N)=O)cc1,2.25052,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7280.png
O[C@@]12CCCC[C@@H]1[C@H](c1ccc(Cl)cc1Cl)[NH2+]CC2,2.9229,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7281.png
Cc1nc(N)sc1Cc1ccccc1Cl,3.2779199999999995,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7282.png
COCCC(=O)NC[C@@H]1CC[C@@H](C(=O)[O-])O1,-1.5634,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7283.png
COc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1cccc(C(F)(F)F)c1,3.6513,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7284.png
Cc1cc(CN[C@H]2CC(=O)N(C)C2=O)ccc1Br,1.6044200000000002,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7285.png
NC(=O)NC[C@@H]1CCCC[NH+]1Cc1ccc(N2CCCC2)nc1,0.2875,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7286.png
O=C(Nc1ccccc1)Nc1ccc(NC(=O)c2cccc([N+](=O)[O-])c2)cc1,4.4911,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7287.png
O=C(N[C@H]1CCN(c2ccccc2)C1)N1CCC[C@@H]1c1cccs1,3.8735,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7288.png
O=C(OCCNc1ccc(-c2ccccc2)n[nH+]1)c1ccc2nncn2c1,1.8743,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7289.png
C[C@@H]1Cc2nc(SCC(=O)Nc3ccc(Br)cc3)n(-c3ccccc3)c(=O)c2S1,4.7625,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7290.png
C[C@@H]1C[NH+](Cc2cc3ccccc3o2)CC[C@@H]1N,1.1848,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7291.png
Cc1cccc(OCCCCC(=O)N2CCC(C(N)=O)CC2)c1,2.26802,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7292.png
C[C@H]1C[NH+]=C(N2CCN(CCOC(=O)Cc3ccccc3)CC2)S1,-0.0382,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7293.png
COC(=O)c1cccn1C1CC[NH+](C/C(C)=C/c2ccccc2)CC1,2.5980000000000003,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7294.png
C[C@@H](CCO)C[NH2+]C[C@H]1CN(C)CCO1,-1.1011,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7295.png
Cc1cc(=O)c(C(=O)NC[C@@H]2CCCC[C@@H]2C)c[nH]1,2.23942,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7296.png
CCNC(=O)c1cccc(CNC(=O)N[C@H]2CCCn3c(C)nnc32)c1,1.67052,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7297.png
O=C(c1cnc2n(c1=O)CCS2)N1CCO[C@@H]2CCC[C@@H]21,0.7425,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7298.png
COc1ccc(C(=O)NNc2ccc(-c3ccccc3)nn2)c(O)c1,2.6147,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7299.png
CC[C@@H]1CCCCN1CC[NH3+],0.4928,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7300.png
Cc1csc(NC(=O)CC2=c3ccccc3=[NH+][C@H]2Sc2cccc(F)c2)n1,1.60232,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7301.png
Cc1cc(-c2cnc(NC3CC3)nc2C2CCN(C(=O)Cc3ccccc3O)CC2)on1,3.66862,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7302.png
C[C@@H](CC(=O)N(C)c1ccccn1)Cc1ccc(Cl)cc1,3.9667,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7303.png
CN(Cc1ccc(Cl)s1)S(=O)(=O)c1cccc2cnccc12,3.7704,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7304.png
CC(C)C1C[NH+](CCCOC2CC[NH2+]CC2)C1,-0.7104,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7305.png
C=CCN(c1ccc(C(=O)NC2CCCCC2)cc1)S(C)(=O)=O,2.7011,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7306.png
COc1cc(C(C)=O)ccc1OC(=O)[C@H](C)Oc1ccc(Br)cc1,4.0332,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7307.png
O=C(N/N=C/c1c(F)cccc1Cl)C(=O)Nc1ccccc1F,2.707,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7308.png
COc1ccc([C@@H]2CCCN2C(=O)Cc2ccc(C)nc2)cc1OC,3.31342,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7309.png
O=C(NCCCOC1CCOCC1)NCc1cc(=O)[nH]c2ccccc12,1.913,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7310.png
C[C@@H]1C[C@@H](C)C[NH+](CCNC(=O)NCc2ccccc2F)C1,1.1857,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7311.png
O=c1[nH]c(-c2ccncc2)nc2scc(-c3ccco3)c12,3.3066,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7312.png
COC(=O)C1=C(C)N(C)C2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(OC(C)=O)c(OC)c1,3.7397,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7313.png
COC(=O)c1ccccc1CNc1cc(NC(=O)C(C)C)ccc1C,3.98822,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7314.png
CNC(=O)/C(C#N)=C/c1cn(-c2ccccc2)nc1-c1ccc(OC)cc1,3.20088,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7315.png
COC(=O)c1ccc(OC(C)C)c(NC(=O)c2ccnc(Cl)c2)c1,3.5611,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7316.png
O=C(c1cccc(OCC(F)(F)F)n1)N1CC[NH+](C2CC2)CC1,0.5258,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7317.png
CCO[C@@H](C)C(=O)Nc1[nH]nc(CC)c1Br,2.0981,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7318.png
CCOC(=O)N1CCN([C@@H](c2ccc(OCC)cc2)c2sc3nc(C)nn3c2O)CC1,3.06702,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7319.png
N#C[C@@H]([NH2+]C12CC3CC(CC(C3)C1)C2)c1ccc2c(c1)OCO2,2.51218,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7320.png
Cc1nnc(SCC(=O)N(C2CCCCC2)[C@@H]2CCS(=O)(=O)C2)n1N,0.74082,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7321.png
Cc1ccc(F)cc1C(=O)N[C@@H](c1nc2ccccc2[nH]1)C(C)C,4.137519999999999,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7322.png
N#Cc1csc(C(=O)NCCNC(=O)c2ccc(Cl)cc2)c1,2.43298,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7323.png
CC[NH2+][C@@H](Cc1cccc(C)c1)c1cc(F)c(C)cc1F,3.4487400000000004,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7324.png
COc1ccccc1N1CC[C@@H](NC(=O)c2cnc3ccc(C)cn23)C1,2.6600200000000003,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7325.png
CC(=O)NCCc1ccc([C@@H](C)NC[C@@H]2CN3CCCC[C@@H]3CO2)cc1,2.2691,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7326.png
N#Cc1ccc(OCc2nnnn2C2CC2)c(Cl)c1,2.11208,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7327.png
CC(C)(O)CC[NH+]1CCOC[C@@H]1C1CC1,-0.1589,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7328.png
CC(C)Oc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4CCOCC4)ccc32)cc1,2.6976,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7329.png
C[C@@H]1C[C@H]([NH3+])CN(CC(=O)Nc2ccc(F)cc2Cl)C1,1.3699,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7330.png
O=C(Nc1cccc(-c2nnco2)c1)c1ccc(Br)nc1,3.1464,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7331.png
O=C([C@H]1CCCN(c2cccc3c2C(=O)N(C[C@@H]2CCCO2)C3=O)C1)N1CCCCCC1,3.0806,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7332.png
CC(=O)Nc1cccc(NC(=O)[C@@H](C)Oc2ccc(C)cc2)c1,3.35942,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7333.png
C[C@H]1CCN(C(=O)Nc2ccccc2-c2ccncc2)[C@@H](C)C1,4.4009,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7334.png
COC(=O)C[C@H](C)NC(=O)c1ccnc2ccccc12,1.9162,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7335.png
COc1cccc(NCc2nc(C(C)(C)C)cs2)c1,4.0613,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7336.png
O=C(c1cccc2ccccc12)N1N=C(C(F)F)C[C@@]1(O)C(F)F,3.2605,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7337.png
N#Cc1ccc(S(=O)(=O)/N=C(\[O-])CCCc2ccc(Cl)cc2)cc1,2.68208,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7338.png
Cc1cccc(O[C@H](C)C(=O)NNC(=O)C2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)c1C,4.2019400000000005,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7339.png
O=C(CN1C(=O)[C@H]2CC=CC[C@@H]2C1=O)NC(c1ccccc1)c1ccccc1,2.8434,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7340.png
N#CC1=C(N)O[C@H]2[C@H](C(C(F)(F)F)=NN2c2ccccc2)[C@@H]1c1ccccc1Cl,4.52848,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7341.png
CCOC(=O)c1cc(S(=O)(=O)N2CCN(c3ccc(C(C)=O)cc3)CC2)cn1C,1.9153,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7342.png
CC(=O)Nc1nc2ccc(CC(=O)NC(C)(C)C)cc2s1,2.7119,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7343.png
C[C@H]1CCCCN1C(=O)NC[C@H]1CC[C@H](C(=O)[O-])O1,-0.1321,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7344.png
C[C@H](C[NH3+])[C@H](O)c1cc(Cl)ccc1Br,2.0139,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7345.png
C[C@@H](Sc1ccc([N+](=O)[O-])cc1)C(=O)NC[C@@H](C)c1cccs1,4.0568,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7346.png
COc1ccc([C@H](Cc2ccc(F)cc2)[NH2+][C@H]2CCN(C(C)=O)C2)cc1,2.3023,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_7347.png
