smiles,logP,qed,SAS,logP_class,images
COCc1cc(Cl)nc([C@H]2CSCCS2)n1,2.7975,0.788526122924,3.7484217803814026,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05024450>
Cc1ccc(S(=O)(=O)N/N=C/c2ccc(C)c(C)c2C)cc1,3.23268,0.684281101595,2.165912587955986,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0001B2D0>
CC[C@@H](C)n1ncc(C(=O)N2CCC(C(=O)NC)CC2)c1C1CC1,2.3297,0.900840986608,2.977364546238048,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFFBB490>
COc1ccc(CN2C(=O)C[C@@H](C(=O)Nc3ccccc3OC)S/C2=N\c2ccc(F)cc2)cc1,5.0034,0.48006965596,2.8103365183240707,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0001B5D0>
COc1ccc(-c2cc(-c3ccc(OC)cc3OC)c3c(N)ncnc3n2)cc1,3.9668,0.5338335811370001,2.2541233089169608,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0504B150>
C[C@H]1C[C@@H](NS(=O)(=O)c2cccc(F)c2)CC[NH+]1Cc1ccccc1,1.74,0.856701902438,4.010428558947105,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0505B890>
O=C1CCCN1[C@H]1CCC[NH+](Cc2c[nH]nc2-c2cccnc2)C1,0.6414,0.8823299027670001,4.551881301857546,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFF5BCD0>
CC(=O)N1CCC(C(=O)N[C@H]2CCC[C@@H]2Cc2ccccc2)CC1,2.7725,0.918464409069,2.7652234376152367,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0505BD50>
Cc1ccc(/C=C2\SC(S)=NC2=O)c(C)c1,3.2035400000000003,0.6023423962510001,2.8155219019217586,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05025450>
CCNC(=O)CN(CC)C(=O)COc1nn(C)c2nc(C)cc(C)c12,0.94854,0.817137347782,2.551524991832752,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503C1D0>
CNC(=O)Cc1ccc(NC(=O)N[C@H](C)C23CC4CC(CC(C4)C2)C3)cc1,3.7015,0.719939804632,3.9414658219778818,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0506C210>
Cn1ncc2c1CCC[C@H]2[NH2+]C(C1CC1)C1CC1,1.5495,0.8671022598720001,4.268370985599056,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0504BB10>
Cc1cc(C)c2nc(N(CC[NH+](C)C)C(=O)c3cccc(N4C(=O)CCC4=O)c3)sc2c1,2.35784,0.584659994669,3.1770718547554875,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0506C6D0>
O=C1CN(C(=O)CN2CCc3ccccc32)CCN1,0.0075,0.836914077124,2.21262656590214,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FEC990>
Cc1cnc2nc(-c3cc4ccccc4cc3N)[nH]c2c1,3.66872,0.50630016624,2.360420921819306,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503CC10>
CCC[NH2+]Cc1cc(C)cc(F)c1,1.60752,0.687176114149,3.5834935961626733,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEA9C5D0>
c1coc([C@H]2CCC[NH+]2Cc2ccc(N3CCCC3)nc2)c1,2.1948,0.94208711297,4.174311528057339,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFFCD090>
COc1ccc([C@H]2C(C#N)=C(N)Oc3cc(OC(=O)c4ccco4)ccc32)c(OC)c1,3.73418,0.477858063696,2.9786595717245525,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503D810>
C#CCN1CCN(S(=O)(=O)c2ccccc2S(C)(=O)=O)CC1,0.0296,0.742230047133,2.343706434109833,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0000C710>
CC(C)(C)[C@@H](O)CN1CCN([C@H]2CCOC2=O)CC1,0.3265,0.766050047879,3.3033978997635765,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503CA50>
CCOc1ccc(/C=C/C(=O)Oc2ccccc2)cc1OC,3.7127,0.450082132193,1.7950530275164276,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FCBC90>
O=C(CCc1cccnc1)NC[C@H]1C[C@@H](O)C[NH+]1Cc1ccccc1,0.3487,0.696655607158,4.087090676224002,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FDBC50>
CC(C)(C)Oc1cc(CNC(=O)NC[C@@H]2Cc3ccccc32)ccn1,3.398,0.8600432015200001,2.886280200920486,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503DC90>
Cc1cc(NC(=O)N[C@H]2CCCc3c2cnn3C)ccc1C(=O)NC(C)C,3.06582,0.764695790869,2.82411703275738,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0506DD10>
Cc1c(Cc2nc(C(C)(C)C)cs2)cccc1C(=O)[O-],2.70332,0.8683458496109999,2.8747722056478486,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503E050>
COc1ccc([C@@H]2CC(=O)N(C)c3ccccc3S2(=O)=O)cc1OC,2.5853,0.838023348035,2.877075377330113,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502E210>
Cc1nc2ccc(NC(=O)C(=O)NC[C@H]3Cc4ccccc4O3)cc2o1,2.19462,0.7078354747300001,2.796001483459941,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503E310>
O=C(Nc1ccc(=O)n(Cc2ccccc2Cl)c1)[C@H]1C[C@@H]2C=C[C@H]1C2,3.7007,0.8273466184639999,4.001100269165661,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05026610>
C/[NH+]=C(\NCc1coc(-c2ccccc2)n1)NC[C@@H]1CCC[NH+](C)C1,-0.9881,0.436736574652,4.686514806989747,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502E990>
C[C@@H](C#N)CNS(=O)(=O)c1cc2oc(=O)[nH]c2cc1Cl,1.21248,0.890009870202,3.2466957893877204,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FE65D0>
c1ccc2c(c1)C1CCC2c2ccccc21,4.0576,0.587200182756,2.6475080946816565,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503EB10>
CC(C)NC(=O)C(=O)NNC(=O)c1cn(-c2ccccc2)nc1-c1ccccc1,1.8249,0.4691944808120001,2.174547473115972,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503EE50>
CC[NH+](C)CCNC(=O)N1CCO[C@H](CC(=O)[O-])C1,-2.9286,0.566268871181,4.708191390887837,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05061910>
CCCC[C@@H]1C(=O)N(C)CCN1C(=O)c1cccc(-n2nc(C)cc2C)c1,2.96214,0.807430870589,2.8777662635266097,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503F490>
O=c1ccc2cc(S(=O)(=O)Nc3ccccc3-c3nnc4n3CCCCC4)ccc2o1,3.5787,0.478135950091,2.4710852420639355,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FEF590>
O=C([O-])COc1ccc(Br)cc1/C=C1\C(=O)Nc2ccc(Br)cc21,2.833,0.719665456542,2.734415352784508,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0506F750>
O=C(CSc1nc2ccsc2c(=O)n1Cc1ccccc1)Nc1nccs1,3.6936,0.37396417119,2.28941826953033,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FF7510>
COC[C@H](C)OC(=O)c1cnc(SC)n1-c1ccc(F)cc1,2.925,0.598633415239,2.8450927584970374,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE050491D0>
O=Cc1ccc(C(=O)OCC(=O)NCc2ccco2)cc1,1.5653,0.649319308553,1.9428136204321689,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05097DD0>
O=C1N=C(SCC(=O)c2cc(F)ccc2F)N=C2SCC(c3cccs3)=C12,4.4375,0.657022808924,3.2892472405593,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05012C10>
CC(C)(C)c1ccc(S(=O)(=O)N2CCN(C(=O)CCCN3C(=O)c4ccccc4C3=O)CC2)cc1,2.8934,0.567564715373,2.2626095425672808,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA38DC290>
Cc1cccc(C(=O)OCC(=O)NCCc2ccc(Cl)cc2)c1,3.16412,0.8155205374950001,1.6662843883584486,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0506C410>
Cc1nc(-c2ccccc2F)sc1[C@@H](C)[NH2+]Cc1ncn(C)n1,2.21072,0.7813228523800001,3.902733258094377,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502C390>
O=C(CSc1nc(-c2ccccc2)n[nH]1)N1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,2.7087,0.5319273615869999,2.5365959855721147,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0507AF50>
O=C(CN1CC=C(c2ccc(O)cc2)CC1)NCCc1cccs1,2.9017,0.841599747094,2.2855429138801284,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05094990>
O=C(c1cc(F)c(F)c(F)c1F)N1CCO[C@@H](COCc2c(Cl)cccc2Cl)C1,4.6076,0.361468732107,3.015572223209816,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFF74550>
CCN(C(=O)CSc1nncn1C1CC1)[C@@H]1CCS(=O)(=O)C1,0.7407,0.7197929787289999,3.1647595933015764,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503CC90>
CC(C)C[C@H](NC(=O)N(C)[C@H](C)c1ccccn1)c1ccc(Cl)cc1,5.2248,0.739170714633,2.997438525320256,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503D2D0>
CCOc1ccc(NCC(=O)N/N=C(/C)c2ccco2)cc1,2.6306,0.606696217583,2.1220442363076355,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0501D290>
O=C(NCCO)[C@@H]1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1,0.7868,0.756421300479,3.039033624135892,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0501D190>
COc1ccc(NC(C)=O)cc1N[C@@H](C)c1nc2sc(C)c(C)c2c(=O)[nH]1,3.74154,0.602775170892,2.8338512780796266,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE57BF5610>
Cc1ccc(SC(=C(Cl)Cl)/C(=C2/OCCS2)[N+](=O)[O-])cc1,4.94302,0.411868308204,3.5358101986815056,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502D7D0>
COc1ccc2c(c1)OC[C@H](C(=O)Nc1nc3ccc(F)cn3n1)C2,2.0668,0.791812102085,3.0275235378652328,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA3255910>
COc1ccc(Cl)cc1NC(=O)Cc1sc(C)nc1-c1cccs1,5.023219999999999,0.649457941606,2.246943211229837,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0506DA90>
C[C@H](CN[C@H](C)c1ccc(S(=O)(=O)N(C)C)cc1)c1ccccc1,3.3912,0.81945128979,2.6601538419934663,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509E010>
O=C([O-])c1ccc([C@@H]2CCCN(C(=O)CCCN3CCCCC3=O)C2)cc1,1.5488,0.766802300024,2.9964965652249127,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05096150>
C[C@H](NC(=O)C(C)(C)F)c1ccc(N2C(=O)NC[C@H]2C)cc1,2.53,0.896244525945,3.413087858506551,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05088890>
CCCCOCC(=O)Nc1ccc(Cl)cc1-c1nc2ccccc2[nH]1,4.6385,0.578409579769,2.108662774638182,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509E550>
C[C@@H](CNC(=O)[C@H](C)Sc1ccccn1)Sc1ccccc1,3.8592,0.756990573472,2.959420918666728,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509E890>
Cc1ccccc1S(=O)(=O)[N-]c1nc2ccccc2nc1N1C[C@H](C)O[C@H](C)C1,3.94592,0.624166513052,3.7664911616396326,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502D650>
CCn1c(SCC(=O)N2C[C@H](C)O[C@H](C)C2)nc2c(c1=O)S[C@H](C)C2,2.0278,0.588358944963,3.711580454938437,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502E9D0>
[NH3+]CCn1cc(C(=O)N[C@@H]2CCCCC[C@H]2C(=O)[O-])nn1,-2.0514,0.6416455971930001,4.093415422925365,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05096B50>
Cc1ccccc1NC(=O)N[C@@H]1CCCc2ccccc21,4.19412,0.8168654958409999,2.2174997808849457,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502EE50>
O=C(Oc1ccc(NC2=NS(=O)(=O)c3ccccc32)cc1C[NH+]1CCCCC1)c1ccccc1,3.0356,0.431697796196,3.330188085430009,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503F050>
O=C1CC[C@]2(CCOC2)CN1C1CC[NH+](Cc2cccnc2)CC1,0.6579999999999999,0.901516832475,4.726763106175432,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEAD71D0>
CCOc1ccc(-c2nnc(NC(=O)c3ccn(C)n3)o2)cc1OCC,2.5198,0.691536718382,2.3491845830187543,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0501F4D0>
COc1cccc(OC)c1C(=O)N1CCC([C@H](C)N2CC[NH+](C)CC2)CC1,0.7748,0.838575537917,3.7080893566440194,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05097590>
COc1cccc2sc(NC(=O)c3c[nH]c4nccc(Cl)c34)nc12,4.0869,0.556269341026,2.469398021381324,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE050959D0>
O=C(NCCCNc1ccc([N+](=O)[O-])c2cccnc12)c1cccc(O)c1,3.0806,0.331890684493,2.241632854944914,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503FBD0>
COc1cc(Br)c2c(c1)NC(=O)CO2,1.7886,0.8408122997349999,2.491931473266103,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05060C50>
O=C(C[C@H]1CCCCN1S(=O)(=O)c1ccc(Cl)cc1)NCc1ccc(F)cc1,3.7288,0.7459887267,2.46160409172613,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFF87B10>
CCN(CC)c1ncnc2c(-c3ccccc3)cn(CC(=O)NC(C)C)c12,3.4691,0.681215258887,2.5193336541457128,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509FF10>
O=C1CN(CC(=O)Nc2nc3ccccc3s2)CCN1,0.6666,0.886550316155,2.126762214489581,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEA6C210>
CC(C)(C)CC(C)(C)NC(=S)N[C@H]1C[C@H]2CC[C@@H]1C2,3.8539,0.744432405322,4.3087370036628565,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509FF90>
O=C(Nc1cccc(OCc2cccnc2)c1)[C@H]1CCCN(c2ncccc2C(F)(F)F)C1,4.9295,0.5455129670109999,2.7652419300826607,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502C310>
O=C(Cn1cccc(C(F)(F)F)c1=O)N1CCCc2c(Cl)ccc(F)c21,3.639,0.717844814722,2.621446824241559,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509FB90>
CCCn1ccnc1Cn1ccnc1-c1ccoc1,2.7979,0.7005192462700001,2.7148074600080343,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05024990>
Cc1ccc(N(C)[C@@](C)(C[NH3+])C2(C)CC2)c(C)c1,2.54034,0.86912251907,3.9046284805446607,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05094BD0>
CCCNc1nsnc1Cc1nccs1,2.4073,0.8718133551270001,3.0776694824402817,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFF2CAD0>
CC(C)(C)c1ccc(-c2csc(NC(=O)CN3CCN(c4ncccn4)CC3)n2)cc1,3.6583,0.640469194701,2.2687612662644536,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05078590>
Cc1c(Br)c2ccccc2n1CC(=O)O[C@H](C)[C@H]1CCOC1,3.68042,0.7543452749690001,3.2985632086348247,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05095050>
Cc1ncc([C@H](C)[NH2+][C@H]2CCCNC2=O)s1,0.35452,0.818902910978,4.636291751114017,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509D210>
O=S(=O)(c1ccccc1)c1nc(NC2CCCC2)sc1Cl,3.9838,0.880565699735,2.421449774278324,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509D310>
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)Sc2scc(-c3cccc([N+](=O)[O-])c3)[n+]21,4.306,0.262225856985,3.0158240977298485,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFED5750>
COCc1nc(C)cc([N-]S(=O)(=O)c2ccc(N)cc2)n1,1.90772,0.84999613299,3.315209933429517,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FF5910>
CCOC(=O)CC[C@H](C)NC(=O)Nc1cccc(Cl)c1,3.1933,0.780887037423,2.31009578938772,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0001DA50>
CC1([C@](C)(CO)Nc2ccc(Cl)c(Br)c2)CC1,4.0655,0.84475748269,3.580166575836838,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05025D50>
C[NH2+]C[C@@H](C)[C@@H](C)[NH+]1CCCC(C)(C)CC1,0.2992,0.706687706576,5.966855511641432,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509DED0>
CCOC(=O)c1c(NC(=O)c2nnn(-c3ccc(C)cc3)c2C)sc2c1CC[C@@H](C)C2,4.49944,0.567088643902,2.8589797188188384,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05025990>
Cc1nnsc1C(=O)Nc1cc(C[NH+](C)C)n[nH]1,-0.53358,0.7223977654479999,4.025036349068838,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0001E350>
COc1ccc(Cl)c(NC(=O)c2cc3cnn(C(C)C)c3nc2C)c1,4.23492,0.726705906778,2.232071971962597,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEA56250>
Cc1nc(CN(C)C(=O)[C@H]2CCCCC[C@@H]2[NH3+])n[nH]1,0.26232,0.787504826497,3.97844934556016,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502E750>
Nc1c(C(=O)NCCn2cccn2)cccc1C(F)(F)F,1.9141,0.851995606447,2.3480632490793845,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05026990>
COCC1CCN(C(=O)N[C@@H]2CCCC2(C)C)CC1,2.6331,0.851838309476,2.999381622571597,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFF3E810>
COC(=O)/C=C/c1ccc[n+]([O-])c1,0.5062,0.293184993478,2.741462826931905,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05096CD0>
CCOC(=O)[C@H](C)c1nc2cnccc2n1CC,2.1178,0.779413942482,2.935424343065119,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05026890>
CCn1c([C@@H](C)NC[C@@H](C2CC2)[NH+](C)C)nc2ccccc21,1.6299,0.821979248035,3.920268549724197,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05027110>
COc1cc([C@H]2C3=C(C[C@H](C)CC3=O)Nc3ncnn32)cc(OC)c1OC,2.5719,0.8828265579719999,3.63707745622719,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05097350>
OCCCSc1nnc(C2CC2)n1Cc1ccco1,2.2713,0.6232188904020001,2.405299572895148,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0503F6D0>
COc1ccc(C2=C/C(=C\c3ccc(N(C)C)c(Br)c3)C(=O)O2)cc1,4.505,0.535161254906,2.494840466945872,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEA7F5D0>
Cc1n[nH]c2cc(NC(=O)c3ccccc3S(C)(=O)=O)ccc12,2.52712,0.770924713706,2.2007666960507564,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0502F9D0>
CC[NH+](CC)C1CCN(C(=O)c2ccc(=O)n(CC(=O)Nc3nccs3)c2)CC1,0.4728,0.6984282471619999,3.3397874355925183,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05097B90>
CCc1ccc(N2C[C@H](C(=O)NCCC[NH+](C)C)CC2=O)cc1,0.2527,0.725500193925,3.321524574662424,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0509F810>
Cc1ccsc1C[NH2+]Cc1ccn(C2CCCCC2)n1,3.02182,0.8924459244859999,3.4353569948699256,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE050A7FD0>
O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1cn[nH]c1,1.9619,0.5709460813,2.114047100200059,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE050A7F90>
O=C(C[C@H]1NC(=O)c2ccccc2N=C1O)NCCc1nnc2ccccn12,1.1783,0.62317675916,3.2748952309666377,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE00018590>
COCCCCC(=O)NC[C@@]1(O)CCSC1,0.7873,0.663734451398,3.2065530847292294,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE050581D0>
CC[NH2+]CC/C=C/C1C[C@@H](C)C[C@@H](C)C1,2.5883,0.529102971249,4.976197502400875,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE050787D0>
CN1CCO[C@@H](CNC(=O)[C@@H]2CCCC[C@@H]2C[NH3+])C1,-0.5185,0.7510198017899999,3.975060213568362,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05058B50>
COc1ccccc1C1(CNC(=O)C2CC[NH+](C)CC2)CCCC1,1.5479,0.8675604486849999,3.3016983558294832,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05088BD0>
Cc1ccsc1C(=O)/N=c1/sccn1C,2.19762,0.751851045156,2.7829858660566646,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFFC0810>
N#Cc1ccc(NC(=O)C(=O)N[C@H]2CCN(c3ccccc3)C2=O)cc1,1.41848,0.827428537068,2.58588308013354,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05001010>
CC[C@@H](C)NC(=O)CNC1=NS(=O)(=O)C(c2ccc(C)c(C)c2)=C1C,2.28064,0.841649440539,3.050493227876712,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFFF91D0>
Cc1noc(C)c1C(=O)N1CC[NH+](Cc2nnnn2-c2ccccc2)CC1,-0.19196,0.708323611077,3.424398151187134,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05060E10>
Cn1nnc2cc(C(=O)N3CCC[C@H](n4cc[nH+]c4)C3)ccc21,1.0612,0.719992540712,3.811768446648645,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05048C50>
COc1ccc(/C=C2\Oc3c(ccc(O)c3CN3CCN(c4ccccc4)CC3)C2=O)cc1,4.3392,0.568641637668,2.3460304684750444,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05079910>
Cc1ccc(-c2cnn3c(N4CCCCC4)cc(C)nc23)cc1,4.00344,0.6918417099690001,2.218952172514591,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05079B50>
COc1ccccc1COc1cccc(NC(=O)c2ccnn2C)c1C,3.56842,0.719366621162,2.1072342711684424,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0506F590>
CCN(CCC(=O)OC)C(=O)c1cc(-c2ccc(C)cc2)no1,2.67522,0.7630544850929999,2.210195061435371,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE05001E10>
C[C@H]1CCCN(C(=S)SCC(=O)c2cc(Br)cc(Br)c2[O-])C1,4.2179,0.473797235779,3.583131043490732,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04FDA150>
Cc1ccccc1-c1cc2c(N3CCCCC3)nccn2n1,3.69502,0.7019953745199999,2.25051152286723,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDA2FBA3D0>
CN1C(=O)c2ccc(C(=O)OCc3ccccc3)cc2C1=O,2.2694,0.644744160933,1.8017533820006515,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE0505A190>
Cc1nccn1-c1cncc([C@@H]2CCC[NH+]2C)n1,0.32032,0.846431645722,4.729842784597837,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFFFA21D0>
